"","team_name","team_id","division"
"264","Pitt.-Bradford","1315","D-III"
"265","Pitt.-Greensburg","11839","D-III"
"266","Plattsburgh St.","547","D-III"
"267","Plymouth St.","548","D-III"
"268","Pomona-Pitzer","549","D-III"
"269","Principia","555","D-III"
"270","Puget Sound","557","D-III"
"271","Purchase","30029","D-III"
"272","RIT","580","D-III"
"273","Ramapo","564","D-III"
"274","Randolph","566","D-III"
"275","Randolph-Macon","565","D-III"
"276","Redlands","567","D-III"
"277","Regis (MA)","569","D-III"
"278","Rensselaer","570","D-III"
"279","Rhode Island Col.","571","D-III"
"280","Rhodes","573","D-III"
"281","Ripon","577","D-III"
"282","Rivier","18422","D-III"
"283","Roanoke","578","D-III"
"284","Rochester (NY)","581","D-III"
"285","Rockford","582","D-III"
"286","Roger Williams","583","D-III"
"287","Rose-Hulman","585","D-III"
"288","Rosemont","15882","D-III"
"289","Rowan","259","D-III"
"290","Russell Sage","11036","D-III"
"291","Rutgers-Camden","588","D-III"
"292","Rutgers-Newark","589","D-III"
"293","SUNY Brockport","78","D-III"
"294","SUNY Canton","30165","D-III"
"295","SUNY Cobleskill","30083","D-III"
"296","SUNY Delhi","30225","D-III"
"297","SUNY Geneseo","247","D-III"
"298","SUNY Maritime","478","D-III"
"299","SUNY Morrisville","30067","D-III"
"300","SUNY New Paltz","475","D-III"
"301","SUNY Oneonta","526","D-III"
"302","SUNY Poly","9500","D-III"
"303","SUNY Potsdam","552","D-III"
"304","Saint Benedict","595","D-III"
"305","Saint Elizabeth","9684","D-III"
"306","Saint Joseph (CT)","8687","D-III"
"307","Saint Mary's (MN)","612","D-III"
"308","Saint Vincent","30064","D-III"
"309","Salem (NC)","30041","D-III"
"310","Salem St.","621","D-III"
"311","Salisbury","622","D-III"
"312","Salve Regina","623","D-III"
"313","Sarah Lawrence","30163","D-III"
"314","Schreiner","1355","D-III"
"315","Scranton","633","D-III"
"316","Sewanee","652","D-III"
"317","Shenandoah","637","D-III"
"318","Simmons","640","D-III"
"319","Simpson","641","D-III"
"320","Skidmore","642","D-III"
"321","Smith","644","D-III"
"322","Southern Me.","662","D-III"
"323","Southern Va.","30164","D-III"
"324","Southwestern (TX)","8746","D-III"
"325","Spalding","23260","D-III"
"326","Springfield","673","D-III"
"327","St. Catherine","597","D-III"
"328","St. John Fisher","601","D-III"
"329","St. Joseph's (Brkln)","30072","D-III"
"330","St. Joseph's (L.I.)","1340","D-III"
"331","St. Joseph's (ME)","605","D-III"
"332","St. Lawrence","607","D-III"
"333","St. Mary's (IN)","8688","D-III"
"334","St. Norbert","614","D-III"
"335","St. Olaf","615","D-III"
"336","St. Scholastica","618","D-III"
"337","St. Thomas (TX)","2810","D-III"
"338","Stevens","679","D-III"
"339","Stevenson","21852","D-III"
"340","Stockton","681","D-III"
"341","Suffolk","684","D-III"
"342","Sul Ross St.","1390","D-III"
"343","Susquehanna","685","D-III"
"344","Swarthmore","686","D-III"
"345","Sweet Briar","687","D-III"
"346","TCNJ","712","D-III"
"347","Texas Lutheran","1400","D-III"
"348","Texas-Dallas","23121","D-III"
"349","Thiel","707","D-III"
"350","Thomas (ME)","2758","D-III"
"351","Transylvania","28749","D-III"
"352","Trine","30037","D-III"
"353","Trinity (CT)","713","D-III"
"354","Trinity (TX)","715","D-III"
"355","Trinity Washington","23413","D-III"
"356","Tufts","717","D-III"
"357","U New England","1255","D-III"
"358","UChicago","137","D-III"
"359","UMass Boston","401","D-III"
"360","UMass Dartmouth","656","D-III"
"361","UW-River Falls","801","D-III"
"362","Union (NY)","727","D-III"
"363","Ursinus","730","D-III"
"364","Utica","733","D-III"
"365","VTSU Castleton","123","D-III"
"366","VTSU Lyndon","30065","D-III"
"367","VTSU-Johnson","324","D-III"
"368","Va. Wesleyan","745","D-III"
"369","Valley City St.","506055","D-III"
"370","Valley Forge","30166","D-III"
"371","WPI","808","D-III"
"372","Wartburg","750","D-III"
"373","Wash. & Jeff.","751","D-III"
"374","WashU","755","D-III"
"375","Washington Col.","753","D-III"
"376","Waynesburg","1434","D-III"
"377","Webster","759","D-III"
"378","Wellesley","760","D-III"
"379","Wells","761","D-III"
"380","Wentworth","762","D-III"
"381","Wesleyan (CT)","764","D-III"
"382","Wesleyan (GA)","14718","D-III"
"383","WestConn","770","D-III"
"384","Western New Eng.","775","D-III"
"385","Westfield St.","777","D-III"
"386","Westminster (MO)","1450","D-III"
"387","Westminster (PA)","1451","D-III"
"388","Wheaton (IL)","778","D-III"
"389","Wheaton (MA)","779","D-III"
"390","Whittier","781","D-III"
"391","Whitworth","1454","D-III"
"392","Widener","783","D-III"
"393","Wilkes","784","D-III"
"394","Willamette","785","D-III"
"395","William Peace","17094","D-III"
"396","Williams","789","D-III"
"397","Wilmington (OH)","1461","D-III"
"398","Wilson","12973","D-III"
"399","Wis. Lutheran","8911","D-III"
"400","Wis.-Eau Claire","793","D-III"
"401","Wis.-La Crosse","795","D-III"
"402","Wis.-Oshkosh","798","D-III"
"403","Wis.-Platteville","800","D-III"
"404","Wis.-Stevens Point","802","D-III"
"405","Wis.-Stout","803","D-III"
"406","Wis.-Superior","804","D-III"
"407","Wis.-Whitewater","805","D-III"
"408","Wittenberg","806","D-III"
"409","Wm. Paterson","787","D-III"
"410","Wooster","807","D-III"
"411","Worcester St.","809","D-III"
"412","Yeshiva","814","D-III"
"413","York (NY)","2730","D-III"
"414","York (PA)","815","D-III"
