"","team_name","team_id","division"
"114","Iona","310","D-I"
"115","Iowa","312","D-I"
"116","Iowa St.","311","D-I"
"117","Jackson St.","314","D-I"
"118","Jacksonville","316","D-I"
"119","Jacksonville St.","315","D-I"
"120","James Madison","317","D-I"
"121","Kansas","328","D-I"
"122","Kansas City","2707","D-I"
"123","Kansas St.","327","D-I"
"124","Kennesaw St.","1157","D-I"
"125","Kent St.","331","D-I"
"126","Kentucky","334","D-I"
"127","LIU","361","D-I"
"128","LMU (CA)","370","D-I"
"129","LSU","365","D-I"
"130","La Salle","340","D-I"
"131","Lafayette","342","D-I"
"132","Lamar University","346","D-I"
"133","Le Moyne","349","D-I"
"134","Lehigh","352","D-I"
"135","Liberty","355","D-I"
"136","Lindenwood","30136","D-I"
"137","Lipscomb","28600","D-I"
"138","Long Beach St.","99","D-I"
"139","Longwood","363","D-I"
"140","Louisiana","671","D-I"
"141","Louisiana Tech","366","D-I"
"142","Louisville","367","D-I"
"143","Loyola Chicago","371","D-I"
"144","Loyola Maryland","369","D-I"
"145","Maine","380","D-I"
"146","Manhattan","381","D-I"
"147","Marist","386","D-I"
"148","Marshall","388","D-I"
"149","Maryland","392","D-I"
"150","Massachusetts","400","D-I"
"151","McNeese","402","D-I"
"152","Memphis","404","D-I"
"153","Mercer","406","D-I"
"154","Merrimack","410","D-I"
"155","Miami (OH)","414","D-I"
"156","Michigan","418","D-I"
"157","Michigan St.","416","D-I"
"158","Middle Tenn.","419","D-I"
"159","Minnesota","428","D-I"
"160","Mississippi St.","430","D-I"
"161","Mississippi Val.","432","D-I"
"162","Missouri","434","D-I"
"163","Missouri St.","669","D-I"
"164","Monmouth","439","D-I"
"165","Montana","441","D-I"
"166","Morehead St.","444","D-I"
"167","Morgan St.","446","D-I"
"168","Mount St. Mary's","450","D-I"
"169","Murray St.","454","D-I"
"170","N.C. A&T","488","D-I"
"171","N.C. Central","489","D-I"
"172","NC State","490","D-I"
"173","NIU","503","D-I"
"174","Nebraska","463","D-I"
"175","Nevada","466","D-I"
"176","New Mexico","473","D-I"
"177","New Mexico St.","472","D-I"
"178","New Orleans","474","D-I"
"179","Niagara","482","D-I"
"180","Nicholls","483","D-I"
"181","Norfolk St.","485","D-I"
"182","North Ala.","487","D-I"
"183","North Carolina","457","D-I"
"184","North Dakota","494","D-I"
"185","North Dakota St.","493","D-I"
"186","North Florida","2711","D-I"
"187","North Texas","497","D-I"
"188","Northern Ariz.","501","D-I"
"189","Northern Colo.","502","D-I"
"190","Northern Ky.","505","D-I"
"191","Northwestern","509","D-I"
"192","Northwestern St.","508","D-I"
"193","Notre Dame","513","D-I"
"194","Oakland","514","D-I"
"195","Ohio","519","D-I"
"196","Ohio St.","518","D-I"
"197","Oklahoma","522","D-I"
"198","Oklahoma City","503905","D-I"
"199","Oklahoma St.","521","D-I"
"200","Ole Miss","433","D-I"
"201","Omaha","464","D-I"
"202","Oregon","529","D-I"
"203","Oregon St.","528","D-I"
"204","Pacific","534","D-I"
"205","Penn","540","D-I"
"206","Penn St.","539","D-I"
"207","Pittsburgh","545","D-I"
"208","Portland St.","550","D-I"
"209","Prairie View","553","D-I"
"210","Presbyterian","1320","D-I"
"211","Princeton","554","D-I"
"212","Providence","556","D-I"
"213","Purdue","559","D-I"
"214","Purdue Fort Wayne","308","D-I"
"215","Queens (NC)","11504","D-I"
"216","Quinnipiac","562","D-I"
"217","Radford","563","D-I"
"218","Rhode Island","572","D-I"
"219","Rider","576","D-I"
"220","Robert Morris","579","D-I"
"221","Rutgers","587","D-I"
"222","SFA","676","D-I"
"223","SIUE","660","D-I"
"224","Sacramento St.","102","D-I"
"225","Sacred Heart","590","D-I"
"226","Saint Francis (PA)","600","D-I"
"227","Saint Joseph's","606","D-I"
"228","Saint Louis","609","D-I"
"229","Saint Mary's (CA)","610","D-I"
"230","Saint Peter's","617","D-I"
"231","Sam Houston","624","D-I"
"232","Samford","625","D-I"
"233","San Diego","627","D-I"
"234","San Diego St.","626","D-I"
"235","San Francisco","629","D-I"
"236","San Jose St.","630","D-I"
"237","Santa Clara","631","D-I"
"238","Seattle U","1356","D-I"
"239","Seton Hall","635","D-I"
"240","Siena","639","D-I"
"241","South Alabama","646","D-I"
"242","South Carolina","648","D-I"
"243","South Carolina St.","647","D-I"
"244","South Dakota","650","D-I"
"245","South Dakota St.","649","D-I"
"246","South Fla.","651","D-I"
"247","Southeast Mo. St.","654","D-I"
"248","Southeastern La.","655","D-I"
"249","Southern Ill.","659","D-I"
"250","Southern Ind.","661","D-I"
"251","Southern Miss.","664","D-I"
"252","Southern U.","665","D-I"
"253","Southern Utah","667","D-I"
"254","St. Bonaventure","596","D-I"
"255","St. Francis Brooklyn","599","D-I"
"256","St. John's (NY)","603","D-I"
"257","St. Thomas (MN)","620","D-I"
"258","Stanford","674","D-I"
"259","Stetson","678","D-I"
"260","Stonehill","682","D-I"
"261","Stony Brook","683","D-I"
"262","Syracuse","688","D-I"
"263","Tarleton St.","1395","D-I"
"264","Temple","690","D-I"
"265","Tennessee","694","D-I"
"266","Tennessee St.","691","D-I"
"267","Tennessee Tech","692","D-I"
"268","Tex. A&M-Commerce","199","D-I"
"269","Texas","703","D-I"
"270","Texas A&M","697","D-I"
"271","Texas Southern","699","D-I"
"272","Texas St.","670","D-I"
"273","Texas Tech","700","D-I"
"274","Toledo","709","D-I"
"275","Towson","711","D-I"
"276","Troy","716","D-I"
"277","Tulsa","719","D-I"
"278","UAB","9","D-I"
"279","UAlbany","14","D-I"
"280","UC Davis","108","D-I"
"281","UC Riverside","111","D-I"
"282","UC San Diego","112","D-I"
"283","UC Santa Barbara","104","D-I"
"284","UCF","128","D-I"
"285","UCLA","110","D-I"
"286","UConn","164","D-I"
"287","UIC","302","D-I"
"288","UIW","2743","D-I"
"289","ULM","498","D-I"
"290","UMBC","391","D-I"
"291","UMES","393","D-I"
"292","UMass Lowell","368","D-I"
"293","UNC Asheville","456","D-I"
"294","UNC Greensboro","459","D-I"
"295","UNCW","460","D-I"
"296","UNI","504","D-I"
"297","UNLV","465","D-I"
"298","USC Upstate","10411","D-I"
"299","UT Arlington","702","D-I"
"300","UT Martin","695","D-I"
"301","UTEP","704","D-I"
"302","UTRGV","536","D-I"
"303","UTSA","706","D-I"
"304","Utah","732","D-I"
"305","Utah St.","731","D-I"
"306","Utah Tech","30095","D-I"
"307","Utah Valley","30024","D-I"
"308","VCU","740","D-I"
"309","Valparaiso","735","D-I"
"310","Vermont","738","D-I"
"311","Villanova","739","D-I"
"312","Virginia","746","D-I"
"313","Virginia Tech","742","D-I"
"314","Wagner","748","D-I"
"315","Washington","756","D-I"
"316","Weber St.","758","D-I"
"317","Western Caro.","769","D-I"
"318","Western Ill.","771","D-I"
"319","Western Ky.","772","D-I"
"320","Western Mich.","774","D-I"
"321","Wichita St.","782","D-I"
"322","Winthrop","792","D-I"
"323","Wisconsin","796","D-I"
"324","Wofford","2915","D-I"
"325","Wright St.","810","D-I"
"326","Wyoming","811","D-I"
"327","Yale","813","D-I"
"328","Youngstown St.","817","D-I"
"329","AUM","30093","D-II"
"330","Academy of Art","30123","D-II"
"331","Adams St.","929","D-II"
"332","Adelphi","3","D-II"
"333","Alabama Huntsville","10","D-II"
"334","Albany St. (GA)","13","D-II"
"335","Alderson Broaddus","934","D-II"
"336","Allen","30240","D-II"
"337","American Int'l","22","D-II"
"338","Anderson (SC)","13028","D-II"
"339","Angelo St.","25","D-II"
"340","Ark.-Monticello","8411","D-II"
"341","Arkansas Tech","947","D-II"
"342","Ashland","35","D-II"
"343","Assumption","36","D-II"
"344","Augusta","39","D-II"
"345","Augustana (SD)","41","D-II"
"346","Azusa Pacific","30146","D-II"
"347","Barry","49","D-II"
"348","Barton","15646","D-II"
"349","Belmont Abbey","2683","D-II"
"350","Bemidji St.","54","D-II"
"351","Benedict","55","D-II"
"352","Bentley","56","D-II"
"353","Biola","30220","D-II"
"354","Black Hills St.","30134","D-II"
"355","Bloomfield","984","D-II"
"356","Bloomsburg","65","D-II"
"357","Bluefield St.","985","D-II"
"358","Bowie St.","70","D-II"
"359","Bridgeport","74","D-II"
"360","CSU Pueblo","2720","D-II"
"361","CSUSB","93","D-II"
"362","CUI","30199","D-II"
"363","Cal Poly Humboldt","291","D-II"
"364","Cal St. Dom. Hills","92","D-II"
"365","Cal St. East Bay","98","D-II"
"366","Cal St. Monterey Bay","30055","D-II"
"367","Cal St. San Marcos","30198","D-II"
"368","Caldwell","995","D-II"
"369","California (PA)","106","D-II"
"370","Cameron","996","D-II"
"371","Carson-Newman","1000","D-II"
"372","Catawba","1001","D-II"
"373","Cedarville","30124","D-II"
"374","Central Mo.","130","D-II"
"375","Central Okla.","1009","D-II"
"376","Central Wash.","1010","D-II"
"377","Chadron St.","1012","D-II"
"378","Chaminade","133","D-II"
"379","Charleston (WV)","1013","D-II"
"380","Chestnut Hill","21323","D-II"
"381","Chico St.","95","D-II"
"382","Chowan","8875","D-II"
"383","Christian Brothers","1015","D-II"
"384","Claflin","30058","D-II"
"385","Clarion","143","D-II"
"386","Clark Atlanta","144","D-II"
"387","Coker","1023","D-II"
"388","Colo. Christian","11403","D-II"
"389","Colo. Sch. of Mines","155","D-II"
"390","Colorado Mesa","11416","D-II"
"391","Columbus St.","159","D-II"
"392","Concord","1028","D-II"
"393","Concordia-St. Paul","9081","D-II"
"394","Converse","8935","D-II"
"395","D'Youville","1059","D-II"
"396","Davenport","30221","D-II"
"397","Davis & Elkins","174","D-II"
"398","Delta St.","181","D-II"
"399","Dist. Columbia","186","D-II"
"400","Dominican (CA)","30118","D-II"
"401","Dominican (NY)","8956","D-II"
"402","Drury","1057","D-II"
"403","East Central","8965","D-II"
"404","East Stroudsburg","197","D-II"
"405","Eastern N.M.","206","D-II"
"406","Eckerd","208","D-II"
"407","Edinboro","209","D-II"
"408","Edward Waters","30244","D-II"
"409","Elizabeth City St.","210","D-II"
"410","Embry-Riddle (FL)","9680","D-II"
"411","Emmanuel (GA)","30193","D-II"
"412","Emory & Henry","216","D-II"
"413","Emporia St.","1071","D-II"
"414","Erskine","1072","D-II"
"415","Fairmont St.","1076","D-II"
"416","Fayetteville St.","223","D-II"
"417","Felician","23157","D-II"
"418","Ferris St.","224","D-II"
"419","Findlay","1079","D-II"
"420","Fla. Southern","233","D-II"
"421","Flagler","30092","D-II"
"422","Florida Tech","230","D-II"
"423","Fort Hays St.","9011","D-II"
"424","Fort Lewis","1083","D-II"
"425","Fort Valley St.","237","D-II"
"426","Francis Marion","1085","D-II"
"427","Franklin Pierce","241","D-II"
"428","Frostburg St.","243","D-II"
"429","Ga. Southwestern","1097","D-II"
"430","Gannon","246","D-II"
"431","Georgia College","1096","D-II"
"432","Georgian Court","9004","D-II"
"433","Glenville St.","1098","D-II"
"434","Goldey-Beacom","8366","D-II"
"435","Grand Valley St.","262","D-II"
"436","Harding","1116","D-II"
"437","Hawaii Hilo","2697","D-II"
"438","Hawaii Pacific","2696","D-II"
"439","Henderson St.","1123","D-II"
"440","Hillsdale","280","D-II"
"441","Holy Family","1126","D-II"
"442","Ill. Springfield","30050","D-II"
"443","Indiana (PA)","307","D-II"
"444","Jefferson","543","D-II"
"445","Jessup","30262","D-II"
"446","Johnson C. Smith","323","D-II"
"447","Kentucky St.","332","D-II"
"448","King (TN)","30051","D-II"
"449","Kutztown","339","D-II"
"450","Ky. Wesleyan","333","D-II"
"451","Lake Erie","2746","D-II"
"452","Lake Superior St.","345","D-II"
"453","Lander","1167","D-II"
"454","Lane","347","D-II"
"455","LeMoyne-Owen","350","D-II"
"456","Lee","30013","D-II"
"457","Lees-McRae","13302","D-II"
"458","Lenoir-Rhyne","1170","D-II"
"459","Lewis","354","D-II"
"460","Limestone","1174","D-II"
"461","Lincoln (MO)","356","D-II"
"462","Lincoln (PA)","357","D-II"
"463","Lincoln Memorial","1176","D-II"
"464","Livingstone","359","D-II"
"465","Lock Haven","360","D-II"
"466","Lubbock Christian","30177","D-II"
"467","Lynn","20794","D-II"
"468","MSU Denver","413","D-II"
"469","MSU Moorhead","1240","D-II"
"470","Malone","30137","D-II"
"471","Mansfield","384","D-II"
"472","Mars Hill","1199","D-II"
"473","Mary","30075","D-II"
"474","Maryville (MO)","395","D-II"
"475","McKendree","30138","D-II"
"476","Menlo","405","D-II"
"477","Mercy","407","D-II"
"478","Mercyhurst","408","D-II"
"479","Midwestern St.","1222","D-II"
"480","Miles","422","D-II"
"481","Millersville","423","D-II"
"482","Minn. Duluth","427","D-II"
"483","Minn.-Crookston","27854","D-II"
"484","Minnesota St.","383","D-II"
"485","Minot St.","30125","D-II"
"486","Mississippi Col.","429","D-II"
"487","Missouri S&T","435","D-II"
"488","Missouri Western","9013","D-II"
"489","Mo. Southern St.","9012","D-II"
"490","Mo.-St. Louis","436","D-II"
"491","Molloy","437","D-II"
"492","Mont. St. Billings","205","D-II"
"493","Montevallo","1238","D-II"
"494","Mount Olive","1245","D-II"
"495","N.M. Highlands","8577","D-II"
"496","Neb.-Kearney","1156","D-II"
"497","New Hampshire","469","D-II"
"498","New Haven","470","D-II"
"499","New York Tech","477","D-II"
"500","Newberry","1257","D-II"
"501","Newman","30054","D-II"
"502","North Georgia","30052","D-II"
"503","North Greenville","9223","D-II"
"504","Northeastern St.","12810","D-II"
"505","Northern St.","1266","D-II"
"506","Northwest Mo. St.","507","D-II"
"507","Northwest Nazarene","1274","D-II"
"508","Northwestern Okla.","30178","D-II"
"509","Northwood","510","D-II"
"510","Notre Dame (OH)","30126","D-II"
"511","Nova Southeastern","24639","D-II"
"512","Ohio Dominican","30119","D-II"
"513","Okla. Baptist","30202","D-II"
"514","Okla. Christian","30179","D-II"
"515","Ouachita Baptist","1289","D-II"
"516","P.R.-Mayaguez","24361","D-II"
"517","P.R.-Rio Piedras","2716","D-II"
"518","Pace","533","D-II"
"519","Palm Beach Atl.","30045","D-II"
"520","Pitt.-Johnstown","546","D-II"
"521","Pittsburg St.","1314","D-II"
"522","Post","1318","D-II"
"523","Purdue Northwest","30222","D-II"
"524","Queens (NY)","560","D-II"
"525","Quincy","561","D-II"
"526","Regis (CO)","568","D-II"
"527","Rockhurst","1328","D-II"
"528","Rogers St.","30180","D-II"
"529","Rollins","584","D-II"
"530","Roosevelt","2807","D-II"
"531","Saginaw Valley","591","D-II"
"532","Saint Augustine's","594","D-II"
"533","Saint Leo","608","D-II"
"534","Saint Martin's","1343","D-II"
"535","Saint Michael's","613","D-II"
"536","Saint Rose","1347","D-II"
"537","Salem (WV)","19117","D-II"
"538","San Fran. St.","628","D-II"
"539","Savannah St.","632","D-II"
"540","Seton Hill","30063","D-II"
"541","Shaw","636","D-II"
"542","Shepherd","10870","D-II"
"543","Shippensburg","638","D-II"
"544","Shorter","30151","D-II"
"545","Simon Fraser","30127","D-II"
"546","Sioux Falls","30128","D-II"
"547","Slippery Rock","643","D-II"
"548","Sonoma St.","645","D-II"
"549","Southeastern Okla.","1371","D-II"
"550","Southern Ark.","1376","D-II"
"551","Southern Conn. St.","658","D-II"
"552","Southern N.H.","468","D-II"
"553","Southern Nazarene","30152","D-II"
"554","Southern Wesleyan","30192","D-II"
"555","Southwest Baptist","2755","D-II"
"556","Southwest Minn. St.","8736","D-II"
"557","Southwestern Okla.","8744","D-II"
"558","Spring Hill","30191","D-II"
"559","St. Anselm","593","D-II"
"560","St. Cloud St.","598","D-II"
"561","St. Edward's","1334","D-II"
"562","St. Mary's (TX)","1346","D-II"
"563","St. Thomas Aquinas","1348","D-II"
"564","Stanislaus St.","103","D-II"
"565","Staten Island","675","D-II"
"566","Tampa","689","D-II"
"567","Tex. A&M Int'l","30090","D-II"
"568","Tex. A&M-Kingsville","696","D-II"
"569","Tex. Permian Basin","30088","D-II"
"570","Texas Woman's","701","D-II"
"571","Thomas More","1402","D-II"
"572","Tiffin","1403","D-II"
"573","Trevecca Nazarene","30002","D-II"
"574","Truman St.","499","D-II"
"575","Tusculum","12830","D-II"
"576","Tuskegee","720","D-II"
"577","UC-Colo. Springs","9754","D-II"
"578","UIndy","309","D-II"
"579","UNC Pembroke","537","D-II"
"580","USC Aiken","11276","D-II"
"581","USC Beaufort","30259","D-II"
"582","UT Tyler","30028","D-II"
"583","UVA Wise","30181","D-II"
"584","Union (TN)","30153","D-II"
"585","Upper Iowa","728","D-II"
"586","Ursuline","30140","D-II"
"587","Valdosta St.","734","D-II"
"588","Vanguard","30263","D-II"
"589","Virginia St.","743","D-II"
"590","Virginia Union","744","D-II"
"591","Walsh","30141","D-II"
"592","Washburn","2814","D-II"
"593","Wayne St. (MI)","757","D-II"
"594","Wayne St. (NE)","1433","D-II"
"595","West Ala.","358","D-II"
"596","West Chester","765","D-II"
"597","West Florida","11740","D-II"
"598","West Ga.","766","D-II"
"599","West Liberty","1438","D-II"
"600","West Tex. A&M","767","D-II"
"601","West Va. Wesleyan","9630","D-II"
"602","West Virginia St.","1439","D-II"
"603","Western N.M.","1445","D-II"
"604","Western Ore.","1446","D-II"
"605","Western Wash.","1448","D-II"
"606","Wheeling","12799","D-II"
"607","William Jewell","30120","D-II"
"608","Wilmington (DE)","1460","D-II"
"609","Wingate","1462","D-II"
"610","Winona St.","790","D-II"
"611","Winston-Salem","791","D-II"
"612","Wis.-Parkside","799","D-II"
"613","Young Harris","30154","D-II"
"614","Adrian","4","D-III"
"615","Agnes Scott","11324","D-III"
"616","Albertus Magnus","2798","D-III"
"617","Albion","15","D-III"
"618","Albright","16","D-III"
"619","Alfred","18","D-III"
"620","Alfred St.","30170","D-III"
"621","Allegheny","19","D-III"
"622","Alma","21","D-III"
"623","Alvernia","938","D-III"
"624","Alverno","28746","D-III"
"625","Amherst","24","D-III"
"626","Anderson (IN)","939","D-III"
"627","Anna Maria","26","D-III"
"628","Arcadia","966","D-III"
"629","Asbury","30243","D-III"
"630","Augsburg","38","D-III"
"631","Augustana (IL)","40","D-III"
"632","Aurora","42","D-III"
"633","Austin","953","D-III"
"634","Averett","44","D-III"
"635","Babson","45","D-III"
"636","Baldwin Wallace","46","D-III"
"637","Baruch","58","D-III"
"638","Bates","50","D-III"
"639","Belhaven","30197","D-III"
"640","Beloit","53","D-III"
"641","Benedictine (IL)","296","D-III"
"642","Berea","30171","D-III"
"643","Berry","973","D-III"
"644","Bethany (WV)","59","D-III"
"645","Bethany Lutheran","30038","D-III"
"646","Bethel (MN)","60","D-III"
"647","Birmingham-So.","28593","D-III"
"648","Blackburn","64","D-III"
"649","Bluffton","987","D-III"
"650","Bowdoin","69","D-III"
"651","Brandeis","73","D-III"
"652","Brevard","30094","D-III"
"653","Bridgewater (VA)","75","D-III"
"654","Bridgewater St.","76","D-III"
"655","Brooklyn","79","D-III"
"656","Buena Vista","84","D-III"
"657","Buffalo St.","85","D-III"
"658","CCNY","480","D-III"
"659","CMSV","451","D-III"
"660","CWRU","122","D-III"
"661","Cabrini","88","D-III"
"662","Cairn","1305","D-III"
"663","Cal Lutheran","105","D-III"
"664","Calvin","114","D-III"
"665","Capital","117","D-III"
"666","Carleton","118","D-III"
"667","Carnegie Mellon","119","D-III"
"668","Carroll (WI)","120","D-III"
"669","Carthage","121","D-III"
"670","Catholic","124","D-III"
"671","Cedar Crest","14795","D-III"
"672","Centenary (LA)","125","D-III"
"673","Centenary (NJ)","12884","D-III"
"674","Central (IA)","126","D-III"
"675","Centre","132","D-III"
"676","Chapman","134","D-III"
"677","Chatham","10972","D-III"
"678","Chris. Newport","139","D-III"
"679","Claremont-M-S","142","D-III"
"680","Clark (MA)","145","D-III"
"681","Clarks Summit","958","D-III"
"682","Clarkson","146","D-III"
"683","Coast Guard","722","D-III"
"684","Coe","150","D-III"
"685","Colby","151","D-III"
"686","Colorado Col.","154","D-III"
"687","Concordia (TX)","24400","D-III"
"688","Concordia Chicago","160","D-III"
"689","Concordia Wisconsin","1036","D-III"
"690","Concordia-M'head","161","D-III"
"691","Cornell College","166","D-III"
"692","Cortland","168","D-III"
"693","Covenant","30111","D-III"
"694","Crown (MN)","30035","D-III"
"695","Curry","170","D-III"
"696","Dallas","1044","D-III"
"697","DePauw","177","D-III"
"698","DeSales","20","D-III"
"699","Dean","30219","D-III"
"700","Defiance","1050","D-III"
"701","Delaware Valley","179","D-III"
"702","Denison","182","D-III"
"703","Dickinson","185","D-III"
"704","Dominican (IL)","1332","D-III"
"705","Drew","190","D-III"
"706","Dubuque","192","D-III"
"707","Earlham","195","D-III"
"708","East Tex. Baptist","1062","D-III"
"709","East. Mennonite","203","D-III"
"710","Eastern","8968","D-III"
"711","Eastern Conn. St.","200","D-III"
"712","Eastern Nazarene","1064","D-III"
"713","Edgewood","1066","D-III"
"714","Elizabethtown","211","D-III"
"715","Elmhurst","212","D-III"
"716","Elmira","213","D-III"
"717","Elms","532","D-III"
"718","Emerson","214","D-III"
"719","Emmanuel (MA)","215","D-III"
"720","Emory","217","D-III"
"721","Endicott","8981","D-III"
"722","Eureka","218","D-III"
"723","FDU-Florham","221","D-III"
"724","Farmingdale St.","27892","D-III"
"725","Ferrum","225","D-III"
"726","Fitchburg St.","227","D-III"
"727","Fontbonne","11538","D-III"
"728","Framingham St.","238","D-III"
"729","Franciscan","30069","D-III"
"730","Franklin","2694","D-III"
"731","Franklin & Marshall","239","D-III"
"732","Fredonia","242","D-III"
"733","Gallaudet","245","D-III"
"734","Geneva","30084","D-III"
"735","George Fox","1094","D-III"
"736","Gettysburg","258","D-III"
"737","Gordon","1099","D-III"
"738","Greensboro","263","D-III"
"739","Greenville","1111","D-III"
"740","Grinnell","264","D-III"
"741","Grove City","265","D-III"
"742","Guilford","1112","D-III"
"743","Gust. Adolphus","266","D-III"
"744","Gwynedd Mercy","12399","D-III"
"745","Hamilton","267","D-III"
"746","Hamline","268","D-III"
"747","Hanover","1115","D-III"
"748","Hardin-Simmons","271","D-III"
"749","Hartford","272","D-III"
"750","Hartwick","273","D-III"
"751","Haverford","276","D-III"
"752","Heidelberg","278","D-III"
"753","Hendrix","1124","D-III"
"754","Hilbert","8398","D-III"
"755","Hiram","281","D-III"
"756","Hood","8404","D-III"
"757","Hope","286","D-III"
"758","Houghton","30160","D-III"
"759","Howard Payne","2741","D-III"
"760","Hunter","292","D-III"
"761","Huntingdon","1130","D-III"
"762","Husson","1133","D-III"
"763","Ill. Wesleyan","300","D-III"
"764","Illinois Col.","297","D-III"
"765","Immaculata","303","D-III"
"766","Ithaca","313","D-III"
"767","JWU (Providence)","22626","D-III"
"768","John Carroll","320","D-III"
"769","John Jay","321","D-III"
"770","Juniata","325","D-III"
"771","Kalamazoo","326","D-III"
"772","Kean","329","D-III"
"773","Keene St.","330","D-III"
"774","Kenyon","335","D-III"
"775","Keuka","1159","D-III"
"776","Keystone","30047","D-III"
"777","King's (PA)","336","D-III"
"778","Knox","337","D-III"
"779","La Roche","1163","D-III"
"780","La Verne","341","D-III"
"781","LaGrange","1162","D-III"
"782","Lake Forest","344","D-III"
"783","Lakeland","1164","D-III"
"784","Lancaster Bible","30085","D-III"
"785","Lasell","8486","D-III"
"786","Lawrence","348","D-III"
"787","LeTourneau","8490","D-III"
"788","Lebanon Valley","351","D-III"
"789","Lehman","279","D-III"
"790","Lesley","24317","D-III"
"791","Lewis & Clark","22235","D-III"
"792","Linfield","1179","D-III"
"793","Loras","364","D-III"
"794","Luther","372","D-III"
"795","Lycoming","373","D-III"
"796","Lynchburg","374","D-III"
"797","MCLA","486","D-III"
"798","MIT","398","D-III"
"799","MSOE","20220","D-III"
"800","MUW","431","D-III"
"801","Macalester","376","D-III"
"802","Maine Maritime","378","D-III"
"803","Manchester","1192","D-III"
"804","Manhattanville","382","D-III"
"805","Maranatha Baptist","1194","D-III"
"806","Marian (WI)","1196","D-III"
"807","Marietta","385","D-III"
"808","Martin Luther","8597","D-III"
"809","Mary Baldwin","389","D-III"
"810","Mary Hardin-Baylor","1203","D-III"
"811","Mary Washington","390","D-III"
"812","Marymount (VA)","394","D-III"
"813","Maryville (TN)","396","D-III"
"814","Marywood","397","D-III"
"815","Mass. Maritime","399","D-III"
"816","McDaniel","773","D-III"
